osm_type,osm_id,name,lat,lon,holes_tag,fairways,hole_lines,tier
way,293487687,Scenic Golf and Country Club,43.89024,-83.31573,,4,18,partial
way,293487690,Sherwood on the Hill Golf Course,43.66119,-83.24764,,0,9,partial
way,293487693,The Timbers Golf Club,43.31433,-83.66356,,20,18,vector
way,293487696,Vassar Golf and Country Club,43.40602,-83.56143,,7,0,partial
way,293487698,Verona Hills Golf Club,43.80914,-82.89132,,20,18,vector
way,293487702,Willow Springs Golf and Country Club,43.31202,-83.4952,,6,0,partial
way,293494449,Brookside Golf and Grill,43.27323,-85.30727,,0,0,raster
way,293494450,Edmore Golf Course,43.41089,-85.05638,,6,9,partial
way,293494451,Glenkerry Golf Course,43.17775,-85.22788,,0,0,raster
way,293494452,Hickory Hills Golf Course,43.12243,-85.07097,,0,0,raster
way,293494453,Holland Lake Golf Course,43.23158,-85.05364,,0,0,raster
way,293494455,Whitefish Lake Golf Club,43.32678,-85.52694,,0,0,raster
way,293536317,Bent Pine Golf Club,43.33701,-86.30429,,0,0,raster
way,293536318,Eagle Island Golf Course,43.24324,-86.15169,,1,0,raster
way,293536319,Hickory Knoll Golf Course,43.39843,-86.32005,,0,0,raster
way,293536320,Moss Ridge,43.23091,-85.91672,,0,0,raster
way,293536322,Muskegon Country Club,43.21017,-86.3127,,17,18,vector
way,293536324,Old Channel Trail,43.4106,-86.43025,,0,0,raster
way,293536328,Ravenna Creeks Golf Course,43.19685,-85.95626,,0,0,raster
way,293536329,Stonegate Golf Club,43.33108,-86.13985,,0,0,raster
way,293536333,University Park Golf Course,43.24831,-86.19136,,0,0,raster
way,293536335,Westwind Golf Course,43.16762,-86.17607,,0,0,raster
way,293536338,White Lake Golf Club,43.35775,-86.40723,,0,0,raster
way,293594757,Cedar Chase Golf Club,43.22768,-85.48064,,18,0,vector
way,293594758,North Kent Golf Course,43.16734,-85.50533,,2,18,partial
way,293637034,Alpine Golf Club,43.07981,-85.68635,,1,0,raster
way,293637035,Arrowhead Golf Club,43.00515,-85.36712,,0,0,raster
way,293637038,Briarwood Golf Club,42.79375,-85.59752,,30,18,vector
way,293637040,Cascade Hills Country Club,42.95198,-85.57537,,8,18,partial
way,293637041,Egypt Valley Country Club,43.0114,-85.49819,,34,36,vector
way,293637043,Gracewil Country Club,43.03741,-85.7339,,0,0,raster
way,293637047,Ironwood Golf Course,42.84518,-85.75709,,0,0,raster
way,293637049,Maple Hill Golf Course,42.86524,-85.74571,,0,0,raster
way,293637050,Mines Golf Course,42.96031,-85.71658,,0,19,partial
way,293637051,Quail Ridge Golf Club,42.90503,-85.46246,,27,25,vector
way,293637052,Railside Golf Club,42.82503,-85.73176,,3,18,partial
way,293637054,Saskatoon Golf Club,42.79815,-85.44332,,4,37,partial
way,293637055,Scott Lake Country Club,43.08004,-85.6431,,0,0,raster
way,293637058,Thousand Oaks Golf Club,43.03825,-85.56216,,19,18,vector
way,293637059,Tyler Creek Golf Club,42.8023,-85.33437,,0,0,raster
way,293718183,Crestview Golf Course,42.88142,-86.02606,,0,0,raster
way,293718184,American Dunes Golf Club,42.99552,-86.21136,,0,18,partial
way,293718186,Pigeon Creek Golf Course,42.95375,-86.09032,,1,18,partial
way,293718187,Sand Creek Golf Club,43.01823,-85.83473,,0,0,raster
way,293718188,Spring Lake Country Club,43.08609,-86.16853,,18,18,vector
way,293718189,Terra Verde Golf Course,43.0696,-86.07912,,0,18,partial
way,293718190,Wallinwood Springs Golf Club,42.92241,-85.79974,,18,18,vector
way,293718191,West Ottawa Golf Course,42.87889,-86.12591,,0,0,raster
way,293718192,Western Greens Country Club,43.02024,-85.84429,,0,0,raster
way,293718193,Wuskowhan Players Club,42.89878,-86.17804,,10,18,vector
way,293751869,Bennington Golf Club,42.9301,-84.21809,,0,0,raster
way,293751870,Chardell Golf Course,42.8403,-84.47356,,0,0,raster
way,293751871,Chippewa Hills Country Club,42.92356,-84.08081,,0,0,raster
way,293751872,Corunna Hills Golf Course,42.97828,-84.13395,,0,0,raster
way,293751873,Dutch Hollow Golf Club,42.92154,-84.0001,,0,0,raster
way,293751874,Falcon Golf Course,42.77983,-84.49548,,8,11,partial
way,293751875,Glenbrier Golf Course,42.78894,-84.24073,,7,18,partial
way,293751876,Hawk Hollow Golf Course,42.79604,-84.47067,,25,26,vector
way,293751877,Holiday Meadows Golf Course,42.95861,-83.96051,,7,9,partial
way,293751878,Huckleberry Creek Golf Course,43.02673,-84.84227,,9,0,vector
way,293751880,Iron Horse Golf Course,43.05328,-85.26901,,0,9,partial
way,293751883,Portland Country Club,42.91868,-84.88417,,0,0,raster
way,293751884,Shadow Ridge Golf Club,42.96835,-85.04466,,0,0,raster
way,293751885,The Emerald Golf Course,43.11001,-84.56697,,17,18,vector
way,293751893,Willow Wood Golf Course,42.8131,-84.87934,,0,0,raster
way,293751895,Willowbrook Golf Club,42.818,-83.94924,,0,0,raster
way,293751896,Woodside Golf Course,42.80581,-84.52765,,6,12,partial
way,293781535,Beechwood Greens Golf Club,43.13221,-83.69843,,10,9,vector
way,293781536,Briar Ridge Golf Course,43.14312,-83.90082,,1,0,raster
way,293781538,Clio Country Club,43.19554,-83.7837,,17,18,vector
way,293781540,Fenton Farms Golf Club,42.84704,-83.73412,,4,18,partial
way,293781542,Flushing Valley Golf Club,43.05873,-83.82693,,3,18,partial
way,293781543,Genesee Valley Meadows Golf Course,42.96871,-83.79055,,0,0,raster
way,293781545,Spring Meadows Country Club,42.82995,-83.77487,,13,18,vector
way,293781546,Vienna Greens Country Club,43.17291,-83.68747,,2,0,raster
way,293875802,Cedar River Golf Course,44.94943,-85.14797,,0,0,raster
way,293902538,Atlas Valley Country Club,42.94319,-83.53963,,0,0,raster
way,293902546,Davison Country Club,43.0016,-83.51896,,8,18,partial
way,293902547,Flint Golf Club,42.99304,-83.66824,,6,18,partial
way,293902548,Goodrich Country Club,42.91394,-83.51357,,5,18,partial
way,293902551,IMA Brookwood Golf Club,43.03739,-83.58994,,6,18,partial
way,293902552,Kearsley Lake Golf Course,43.05943,-83.62663,,0,0,raster
way,293902553,Loch Lomond Golf Course,42.954,-83.64911,,0,0,raster
way,293902562,Pierce Park Golf & Events,43.01459,-83.65957,,0,0,raster
way,293902567,River Forest Golf Course,43.02564,-83.75223,,0,0,raster
way,293902568,Southmoor Golf Course (former),42.96433,-83.65704,,0,0,raster
way,293902572,Sugarbush Golf Club,43.04273,-83.46388,,7,18,partial
way,293917776,Arcadia Hills Golf Club,43.08114,-83.19691,,0,0,raster
way,293917777,Castle Creek Golf Club,43.10159,-83.14329,,0,0,raster
way,293917778,Greenbrier Golf Club,43.30209,-83.31214,,4,18,partial
way,293917779,Hadley Acres Golf Club,42.94344,-83.39835,,6,18,partial
way,293941304,Belle River Golf and Country Club,42.9278,-82.81817,,0,0,raster
way,293941305,Black River Golf Club,43.00669,-82.4705,,22,2,vector
way,293941306,Deer View Golf Course,43.11425,-82.9615,,0,0,raster
way,293941307,Golden Hawk Golf Club,42.74757,-82.70685,,3,18,partial
way,293941310,Marysville Golf Course,42.89223,-82.47978,,0,0,raster
way,293941311,Michigan Meadows Golf Course,42.75817,-82.72869,,0,0,raster
way,293941312,Middle Channel Golf & Country Club,42.6075,-82.58641,,0,0,raster
way,293941313,Pine Shore Golf Course,42.81464,-82.49491,,0,0,raster
way,293941314,Port Huron Elks Lodge Golf Course,43.00359,-82.48132,,21,16,vector
way,293941316,Willow Ridge Golf Club,43.01278,-82.47046,,1,0,raster
way,294002106,Bruce Hills Golf Course,42.82737,-83.04831,,17,18,vector
way,294002108,Greystone Golf Club,42.79412,-83.05351,,21,18,vector
way,294002109,Heather Hills Golf Course,42.87727,-83.08853,,2,19,partial
way,294002110,Pine Valley Golf & Country Club,42.79318,-82.95969,,26,27,vector
way,294002113,Timberwood Golf Club,42.78449,-82.8696,,21,18,vector
way,294028778,Burning Tree Country Club,42.64793,-82.88256,,1,1,raster
way,294028780,Hickory Hollow Golf Course,42.66002,-82.88463,,5,19,partial
way,294028781,Salt River Golf Course,42.68218,-82.76956,,0,0,raster
way,294028782,Scalawags Golf Club,42.68076,-82.84813,,0,0,raster
way,294028783,Sycamore Hills Golf Club,42.65513,-82.88451,,28,16,vector
way,294041944,Fern Hill Golf Club,42.58129,-82.94128,,1,0,raster
way,294041945,Gowanie Country Club,42.5856,-82.86072,,19,18,vector
way,294041946,Maple Lane Golf Club,42.5428,-83.01181,,42,54,vector
way,294041947,Plum Brook Golf Course,42.57065,-82.99417,,21,18,vector
way,294041948,Rammler Golf Club,42.57825,-82.98255,,21,18,vector
way,294041950,Warfield Greens Golf Club,42.54746,-82.95927,,2,9,partial
way,294106829,Blackheath Golf Club,42.7516,-83.13159,,2,23,partial
way,294106832,Mulberry Hills Golf Course,42.86021,-83.20872,,20,18,vector
way,294106833,Oxford Hills Country Club,42.80585,-83.24342,,17,18,vector
way,294106835,Stony Creek Metropark Golf Course,42.72052,-83.10296,,23,18,vector
way,294106836,The Myth,42.77257,-83.15773,,22,18,vector
way,294106837,The Wyndgate,42.73513,-83.17693,,11,18,vector
way,294106839,Westwynd Golf Course,42.732,-83.19052,,19,18,vector
way,294239607,Birmingham Country Club,42.5336,-83.23703,,20,16,vector
way,294239608,Bloomfield Hills Country Club,42.5853,-83.25743,,12,18,vector
way,294239612,Great Oaks Country Club,42.68936,-83.1532,,13,18,vector
way,294239613,Hampton Golf and Country Club,42.64484,-83.11918,,11,9,vector
way,294239614,Lincoln Hills Golf Course,42.53423,-83.24774,,2,2,raster
way,294239617,Pine Trace Golf Club,42.62501,-83.19202,,11,18,vector
way,294239618,Plum Hollow Country Club,42.45347,-83.26426,,6,14,partial
way,294239620,Sanctuary Lake Golf Course,42.619,-83.10092,,3,18,partial
way,294239621,Somerset Golf Course,42.55672,-83.17904,,8,9,partial
way,294239622,Springdale Park and Golf Course,42.56347,-83.21411,,10,9,vector
way,294239623,Stonycroft Hills Club,42.59004,-83.24344,,0,9,partial
way,294269488,Bay Pointe Golf Club,42.58144,-83.44243,,19,18,vector
way,294269491,Edgewood Country Club,42.58862,-83.45368,,7,18,partial
way,294269496,Fountains Golf & Banquet,42.72242,-83.38904,,11,18,vector
way,294269497,Franklin Hills Country Club,42.51829,-83.32534,,17,18,vector
way,294269498,Glen Oaks Golf Course,42.51828,-83.35337,,19,1,vector
way,294269504,Knollwood Country Club,42.54751,-83.32661,,15,18,vector
way,294269507,Pine Knob Golf Club,42.74112,-83.36991,,6,27,partial
way,294269508,Pine Lake Country Club,42.59704,-83.34263,,1,19,partial
way,294269509,Pontiac Country Club,42.63585,-83.37668,,8,21,partial
way,294269510,Silver Lake Golf Course,42.68455,-83.33761,,4,10,partial
way,294269511,Twin Beach Country Club,42.572,-83.43238,,0,9,partial
way,294269512,Union Lake Golf Course,42.60189,-83.45144,,6,9,partial
way,294342564,Bramblewood Country Club,42.83291,-83.65912,,0,0,raster
way,294342570,Cattails Golf Club,42.44375,-83.61584,,9,18,vector
way,294342573,Glenlore Golf Course,42.5888,-83.51709,,0,0,raster
way,294342578,Heather Highlands Golf Club,42.7769,-83.51933,,2,0,raster
way,294342580,Highland Hills Golf Course,42.68328,-83.58554,,0,0,raster
way,294342593,Lyon Oaks Golf Course,42.51509,-83.5697,,17,18,vector
way,294342601,River Bank Golf Course,42.45893,-83.59768,,1,0,raster
way,294342604,Shepherd's Hollow,42.73013,-83.46067,,19,19,vector
way,294342605,The Links of Novi,42.46073,-83.54345,,0,0,raster
way,294342606,Walnut Creek Country Club,42.47618,-83.56973,,9,18,vector
way,294393520,Chemung Hills Golf Club,42.60429,-83.88786,,20,18,vector
way,294393521,Coyote Preserve Golf Club,42.76089,-83.77679,,5,18,partial
way,294393522,Dunham Hills Golf Club,42.65338,-83.68998,,7,18,partial
way,294393524,Faulkwood Shores Golf Club,42.59422,-83.85512,,27,0,vector
way,294393526,Hartland Glen Golf Club,42.62652,-83.71056,,0,0,raster
way,294393527,Hawk Meadows,42.65959,-83.92817,,10,18,vector
way,294393528,Hunters Ridge Golf Course,42.71919,-83.97298,,1,18,partial
way,294393530,Ironwood Golf Club,42.62715,-83.81996,,15,0,vector
way,294393531,Majestic at Lake Walden Golf Course,42.65125,-83.76686,,27,18,vector
way,294393532,Tyrone Hills Golf Club,42.73318,-83.76892,,7,0,partial
way,294435504,Huron Meadows Golf Course,42.49079,-83.7746,,16,18,vector
way,294435505,Kensington Metropark Golf Course,42.52021,-83.675,,18,0,vector
way,294435506,Lakelands Golf and Country Club,42.47307,-83.83901,,17,18,vector
way,294435510,Rush Lake Hills Golf Club,42.48009,-83.8828,,17,18,vector
way,294435511,The Golf Club at Mt. Brighton,42.53869,-83.80458,,0,0,raster
way,294435512,Timber Trace Golf Club,42.47612,-83.99355,,0,18,partial
way,294441749,Bonnie View Golf Course,42.56389,-84.62706,,1,0,raster
way,294441750,Branson Bay Golf Course,42.57636,-84.58879,,0,0,raster
way,294441751,Brookshire Golf Club,42.69454,-84.2892,,7,22,partial
way,294441752,Chisholm Hills Country Club,42.65531,-84.56929,,0,0,raster
way,294441753,College Fields Golf Club,42.69732,-84.45501,,7,18,partial
way,294441754,Eagle View Golf Club,42.55222,-84.44831,,0,0,raster
way,294441756,Lake o' the Hills Golf Course,42.75112,-84.4234,,1,9,partial
way,294441757,Meridian Sun Golf Club,42.75109,-84.38401,,0,18,partial
way,294441758,Oak Lane Golf Club,42.67782,-84.17145,,0,0,raster
way,294441759,Wheatfield Valley Golf Course,42.66969,-84.29706,,0,0,raster
way,294441760,Willow Creek Golf Course,42.44299,-84.23165,,0,0,raster
way,294442378,Fox Woods Golf Course,42.45594,-84.64942,,0,0,raster
way,294442379,Ledge Meadows Golf Course,42.75906,-84.80229,,0,0,raster
way,294442380,Olivet Country Club,42.46918,-84.88796,,0,0,raster
way,294778884,Angels Crossing Golf Course,42.10748,-85.54338,,13,18,vector
way,294778885,Cheshire Hills Golf Course,42.43926,-85.92308,,1,0,raster
way,294778887,Diamond Springs Golf Course,42.67019,-85.88899,,2,18,partial
way,294778888,Gun Ridge Golf Course,42.63924,-85.3724,,0,0,raster
way,294778890,Hastings Country Club,42.66457,-85.29817,,4,0,partial
way,294778891,Indian Run Golf Club,42.18321,-85.49875,,5,18,partial
way,294778892,Jeptha Lake Golf Course,42.34401,-86.00608,,0,0,raster
way,294778893,Lake Doster Golf Club,42.44029,-85.55652,,2,18,partial
way,294778894,LYNX Golf Course & Grill,42.48192,-85.76044,,0,18,partial
way,294778895,Maple Hills Golf Course,42.38734,-85.311,,10,9,vector
way,294778896,Olde Mill Golf Club,42.08828,-85.66631,,7,18,partial
way,294778897,Orchard Hills Golf Course,42.60511,-85.61724,,0,0,raster
way,294778898,Prairiewood Golf Course,42.44767,-85.71259,,0,0,raster
way,294778899,Ravines Golf Club,42.6715,-86.14797,,0,0,raster
way,294778901,States Golf Club,42.11772,-85.58841,,0,18,partial
way,294778902,The Links At Rolling Meadows,42.75072,-86.12353,,0,0,raster
way,294778903,Winding Creek Golf Club,42.76325,-85.99465,,1,2,raster
way,294819111,Cedar Farms Golf Club,42.24836,-85.24167,,0,0,raster
way,294819112,Custer Greens Golf Course,42.34332,-85.29528,,0,0,raster
way,294819113,Duck Lake Country Club,42.38365,-84.7751,,7,0,partial
way,294819116,Marshall Country Club,42.18077,-84.97223,,0,0,raster
way,294819117,Marywood Country Club,42.38479,-85.16848,,0,0,raster
way,294819120,Riverside Country Club,42.29851,-85.18447,,25,9,vector
way,294819125,The Medalist Golf Club,42.3558,-84.9974,,17,18,vector
way,294819126,Turtle Creek Golf Course,42.11441,-85.12088,,0,0,raster
way,294857657,Burr Oak Golf Club,42.28477,-84.5955,,0,0,raster
way,294857660,Clark Lake Golf Course,42.10162,-84.32012,,0,0,raster
way,294857665,Country Club of Jackson,42.1847,-84.44956,,0,0,raster
way,294857676,Deer Run Golf Club,42.09763,-84.47063,,0,0,raster
way,294857679,Ella Sharp Park Golf Course,42.21472,-84.42406,,0,0,raster
way,294857694,Gauss' Green Valley Golf Course,42.18666,-84.31177,,0,0,raster
way,294857697,Grande Golf Club,42.18262,-84.37519,,2,11,partial
way,294857705,Hills Heart of the Lakes Golf Course,42.11476,-84.24132,,19,18,vector
way,294857717,Pine Hollow Golf Club,42.28055,-84.32773,,0,0,raster
way,294882605,Ann Arbor Country Club,42.34302,-83.82077,,1,0,raster
way,294882606,Barton Hills Country Club,42.32613,-83.76677,,17,18,vector
way,294882607,Brookside Golf Course,42.19504,-83.78871,,23,18,vector
way,294882608,Georgetown Country Club,42.24283,-83.72675,,0,9,partial
way,294882609,Inverness Country Club,42.38175,-84.0048,,1,9,partial
way,294882610,Lake Forest Golf Club,42.23183,-83.78885,,17,18,vector
way,294882611,Links at Whitmore Lake Golf Course,42.39784,-83.74326,,0,0,raster
way,294882616,Rustic Glen Golf Course,42.11212,-83.89487,,18,18,vector
way,294882617,Stonebridge Golf Club,42.21421,-83.76838,,12,15,vector
way,294895578,Brae-Burn Golf Club,42.38844,-83.55624,,13,0,vector
way,294895579,Fox Hills Country Club,42.36232,-83.59633,,16,34,vector
way,294895580,Green Oaks Golf Course,42.25957,-83.57337,,15,18,vector
way,294895581,Hickory Creek Golf Course,42.32397,-83.5521,,19,18,vector
way,294895582,Pine View Golf Course,42.20569,-83.62832,,9,9,vector
way,294895583,Salem Hills Golf Club,42.40141,-83.59412,,18,18,vector
way,294904314,Hilltop Golf Course,42.36831,-83.50499,,0,0,raster
way,294904315,Idylwyld Golf Club,42.40043,-83.39505,,13,18,vector
way,294904316,Inkster Valley Golf Course,42.29346,-83.3328,,0,0,raster
way,294904322,Pine Creek Golf Course,42.19962,-83.53546,,0,0,raster
way,294904324,Mack Mayfield Municipal Golf Course,42.30687,-83.3545,,10,9,vector
way,294904325,Whispering Willows Golf Course,42.43607,-83.40918,,5,18,partial
way,294968618,Belle Isle Practice Center,42.34777,-82.96271,,5,0,partial
way,294968619,Country Club of Detroit,42.41758,-82.89662,,0,18,partial
way,294968622,Glenhurst Golf Course,42.41045,-83.29088,,19,18,vector
way,294968623,Grosse Ile Golf & Country Club,42.12228,-83.16427,,18,17,vector
way,294968625,Riverview Highlands Golf Course,42.16878,-83.20532,,21,29,vector
way,294968626,Southwinds Golf Course,42.20329,-83.21336,,1,18,partial
way,294968627,Taylor Meadows Golf Course,42.25887,-83.28274,,5,18,partial
way,294968628,Warren Valley Golf Course,42.34664,-83.29998,,2,0,raster
way,294968632,Water's Edge Golf Course,42.12432,-83.17079,,9,10,vector
way,294968633,West Shore Golf & Country Club,42.141,-83.16357,,22,18,vector
way,294968634,Western Golf and Country Club,42.39461,-83.30026,,6,18,partial
way,294968635,Wyandotte Shores Golf Course,42.19136,-83.15355,,0,9,partial
way,294999849,Carleton Glen Golf Club,42.07154,-83.37569,,27,18,vector
way,294999850,Cherrywood Golf Club,41.75865,-83.66102,,4,9,partial
way,294999851,Dundee Golf Club,41.94891,-83.63339,,0,0,raster
way,294999852,Green Meadows Golf Course,41.91922,-83.49745,,23,0,vector
way,294999853,Maple Grove Golf Course,41.73107,-83.61752,,0,0,raster
way,294999855,Quarry Ridge Golf Center,41.72567,-83.74167,,4,27,partial
way,294999858,Sandy Creek Golf Course,41.98133,-83.42665,,0,0,raster
way,294999859,Tamaron Country Club,41.73015,-83.59756,,1,0,raster
way,294999860,The Legacy Golf Club,41.79227,-83.73782,,17,18,vector
way,294999861,Big Al's Greens & Grille,42.01197,-83.27756,,0,0,raster
way,294999862,Wesburn Golf Club,42.07095,-83.27379,,5,18,partial
way,294999864,Whiteford Valley Golf Club,41.76753,-83.73952,,30,61,vector
way,295015859,Devils Lake Golf Course,42.00808,-84.28099,,4,18,partial
way,295015862,Shaffer's Evergreen Golf Course,41.87284,-84.33729,,0,0,raster
way,295015863,Wolf Creek Golf Club,41.92391,-84.10989,,16,18,vector
way,295015864,Woodlawn Golf Club,41.85067,-84.02294,,0,0,raster
way,295029096,Bronson Golf Club,41.82989,-85.23705,,0,0,raster
way,295029100,Iyopawa Island Golf Course,41.81411,-84.97369,,25,0,vector
way,295029102,Klinger Lake Country Club,41.79476,-85.54678,,10,18,vector
way,295029104,Lake Leann Golf Course,42.04761,-84.42901,,0,0,raster
way,295029107,Pine View Golf Course,42.03771,-85.65956,,7,18,partial
way,295029110,Quincy Golf Course,41.92318,-84.89006,,0,0,raster
way,295029111,White Oaks Golf Club,41.89422,-84.65593,,0,0,raster
way,295042643,Brookwood Golf Course,41.82149,-86.33921,,2,18,partial
way,295042647,Diamond Lake Golf Club,41.9093,-85.99032,,5,9,partial
way,295042648,Dowagiac Elk's Golf Course,41.97904,-86.10185,,0,0,raster
way,295042649,Hampshire Country Club,41.91931,-86.13967,,28,36,vector
way,295042652,Pipestone Creek Golf Course,42.03806,-86.29522,,6,18,partial
way,295042654,Signal Point Country Club,41.80814,-86.27072,,1,9,partial
way,295042655,Spruce Ridge Golf Club,41.98031,-86.08031,,0,0,raster
way,295089150,Berrien Hills Golf Club,42.08458,-86.47189,,0,0,raster
way,295089151,Blossom Trails Golf Club,42.10853,-86.42135,,2,18,partial
way,295089153,Harbor Shores,42.12457,-86.4619,,11,18,vector
way,295089154,Lake Michigan Hills Golf Club,42.16075,-86.36471,,3,18,partial
way,295089155,Lost Dunes,41.95252,-86.56241,,50,18,vector
way,295089156,Milan Creek Golf Course,41.94472,-86.50282,,0,0,raster
way,295089157,Pebblewood Golf Course,41.93924,-86.5364,,0,0,raster
way,295089158,Whittaker Woods Golf Club,41.76539,-86.76285,,15,18,vector
way,295146901,Arthur Hills,45.49674,-84.9274,,9,20,vector
way,295146903,Caro Golf Club,43.49561,-83.38087,,0,0,raster
way,295146904,Donald Ross Memorial,45.49287,-84.93028,,10,16,vector
way,295146906,Masterpiece,45.03213,-84.59987,,18,18,vector
way,295146907,The Alpine,45.15545,-84.95457,,12,15,vector
way,295146908,The Heather,45.47299,-84.93021,,13,15,vector
way,295146909,The Monument,45.15857,-84.95582,,9,7,vector
way,295146910,The Highlands - Moor Course,45.47904,-84.92379,,7,21,partial
way,295281477,Garland Lodge & Resort,44.81202,-84.30955,,28,72,vector
way,322247658,Springfield Oaks Golf Course,42.74781,-83.53311,,3,18,partial
way,330393329,Downing Farms Golf Course,42.42201,-83.60338,,16,18,vector
way,330686943,Nahma Golf Course,45.85397,-86.63547,,0,0,raster
way,339254010,Chippewa Banks Disc Golf Course,43.60953,-84.25371,,7,7,partial
way,353274008,Cedar Glen Golf Club,42.70207,-82.74278,,14,18,vector
way,368859184,Disc Golf Course,42.34547,-82.97479,,0,0,raster
way,374753139,Hawk Ridge Golf Course,44.57304,-84.69359,,0,0,raster
way,376820528,Black Locust Disc Golf Course,42.52665,-83.63311,,0,0,raster
way,378698160,Timber Ridge Golf Club,42.77961,-84.43137,,13,18,vector
way,406475725,Indian Springs Metropark Golf Course,42.69775,-83.48806,,6,18,partial
way,415178399,Disc Golf Course,42.12033,-83.37591,,17,18,vector
way,431328580,Rolling Meadows Golf Course,42.37851,-83.6979,,2,18,partial
way,438153192,Grizzly Oaks Disc Golf Course,42.67824,-83.20563,,2,0,raster
way,445109175,Pleasant Meadows,43.89656,-84.97611,,0,0,raster
way,448891386,Copper Hills Golf and Country Club,42.82042,-83.18793,,6,18,partial
way,448959508,Devil's Ridge Golf Club,42.8804,-83.27318,,14,19,vector
way,458265562,Rolling Hills County Park Disc Golf,42.17677,-83.65285,,0,0,raster
way,468374130,Disc Golf,42.22805,-84.92516,,0,0,raster
way,480761267,Grande Golf Club,42.19336,-84.37502,,1,7,raster
way,506982179,Bonnie Brook Golf Range,42.4414,-83.27571,,0,0,raster
way,548260932,Stonebridge Golf Club,42.21047,-83.76451,,4,3,partial
way,561595451,Jackson College Disc Golf,42.16197,-84.40326,,0,0,raster
way,615799003,Sandy Pebbles Golf Course,47.3149,-88.41273,,9,0,vector
way,623889475,Forest Dunes Golf Resort,44.5909,-84.52963,,7,36,partial
way,640897717,Rippling Rapids Golf Club,45.52654,-84.35803,,9,0,vector
way,676149839,South Course,42.42189,-83.12435,,19,21,vector
way,685643707,Maple Ridge Golf,45.50401,-84.77829,,0,0,raster
way,689721721,Springbrook Golf Club,45.24849,-84.85245,,0,0,raster
way,693998226,Arcadia Bluffs - South Course,44.43749,-86.21377,,92,18,vector
way,696959902,Northport Creek,45.13484,-85.62226,,6,9,partial
way,711867672,Cherry Creek Golf Club,42.67681,-83.02189,,24,18,vector
way,721021017,Timberstone,45.83811,-88.07709,,18,18,vector
way,733348572,Moose Ridge Golf Course,42.47141,-83.71208,,17,18,vector
way,734239146,Gull Lake Country Club,42.39957,-85.42808,,15,18,vector
way,759049169,Crestview Golf Club,42.382,-85.60358,,0,0,raster
way,793004749,Metamora Country Club,42.90482,-83.32466,,7,18,partial
way,832446580,Lakeland Hills Golf Course,42.23032,-84.29339,,13,18,vector
way,849975317,Stoatin Brae Golf Club,42.3619,-85.32642,,0,18,partial
way,865406679,Holly Meadows Golf Course,43.03577,-82.93414,,1,0,raster
way,865719888,Rattle Run Golf Course,42.79265,-82.60196,,12,18,vector
way,963071710,Evergreen Golf Course,43.00853,-86.03817,,0,0,raster
way,1023306741,White Lake Oaks Golf Course,42.65365,-83.45082,,3,18,partial
way,1080346406,The Fox Golf Club,44.38282,-84.70648,,0,0,raster
way,1101853841,Woodside Meadows Golf Course,42.1558,-83.3116,,12,18,vector
way,1158062168,Bello Woods Golf Course,42.66994,-82.87218,,0,0,raster
way,1168367054,Sage Run Golf Course,45.77366,-87.41157,,0,0,raster
way,1209496922,Old Club Par 3 Course,42.54045,-82.66795,,0,0,raster
way,1218634825,Practice Area,45.41299,-84.26537,,4,0,partial
way,1218634826,The Little Course,45.41598,-84.26546,,13,14,vector
way,1232212530,Iron Links Golf Course,42.60584,-84.53784,,0,0,raster
way,1300560983,Kaufman Golf Course,42.87704,-85.69373,,5,17,partial
way,1300580527,The Falls at Barber Creek,43.25455,-85.71704,,0,0,raster
way,1314716906,Driving Range,46.45753,-87.33769,,0,3,raster
way,1335270086,High Pointe Golf Club,44.75717,-85.42933,,7,20,partial
way,1390531875,Colonial Heritage 9 Course,43.69727,-86.38628,,0,15,partial
way,1452447239,Interlochen Golf Course,44.66389,-85.79309,,5,18,partial
way,1481662679,The Dunes Club,41.81586,-86.7136,,5,9,partial
relation,909401,Detroit Golf Club,42.4246,-83.12451,,3,3,partial
relation,1201364,Belvedere Golf Club,45.29349,-85.26796,,6,18,partial
relation,1540464,Rackham Golf Course,42.47779,-83.16793,,7,18,partial
relation,3316985,Indian Hills Golf Course,42.72135,-84.44003,,1,9,partial
relation,3485460,Carrington Golf Club,41.91914,-83.45353,,14,19,vector
relation,3534199,Sauganash,41.91262,-85.63151,,0,0,raster
relation,3534224,Leslie Park Golf Course,42.30749,-83.72255,,16,18,vector
relation,3535487,The Gailes,44.50694,-83.3485,,6,23,partial
relation,3535488,The Serradella,44.49971,-83.34572,,30,30,vector
relation,3547898,Farmington Hills Golf Club,42.48429,-83.41699,,12,18,vector
relation,3808877,George Young Golf Course,46.05278,-88.52482,,0,0,raster
relation,3863884,Mystic Creek Golf Club,42.58805,-83.62443,,0,0,raster
relation,3906656,Terrace Bluff Golf Course,45.82126,-87.06555,,2,13,partial
relation,3910991,The Links at Crystal Lake,42.62017,-83.3048,,7,18,partial
relation,3919765,Bushwood Golf Course,42.40573,-83.43927,,0,1,raster
relation,3919766,Northville Hills Golf Club,42.40177,-83.49558,,30,18,vector
relation,3921631,Island Hills Golf Club,41.90473,-85.49815,,3,18,partial
relation,4595157,Beacon Hill Golf and Banquet Facility,42.60459,-83.53088,,0,0,raster
relation,4595158,Brentwood Golf Club and Banquet Center,42.61956,-83.52702,,18,18,vector
